parameter,number_measurements,measurement_spacing,sample_size,num_removed_values,sd_estimate,lower_ci,upper_ci,lower_ci_90,upper_ci_90,estimate,num_converged_values,pop_value,conv_fail,perc_error,bias_status,ci_status,precision_status,errorbar_length,time_structuredness
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",7,Equal spacing,30,0,1.0239159605627477,1,15.371078988696121,1,13.65602923815987,6.677320850328183,1000,4,0,66.93302125820458,1,1,1,14.371078988696121,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",7,Equal spacing,50,0,1.0239159605627477,1,12.728080455931382,1,11.62624801279767,5.934760525042016,1000,4,0,48.3690131260504,1,1,1,11.728080455931382,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",7,Equal spacing,100,0,1.0239159605627477,1,10.453192605586061,1,9.608705505378227,5.143656237407648,1000,4,0,28.591405935191204,1,1,1,9.453192605586061,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",7,Equal spacing,200,0,1.0239159605627477,1,8.99341053902459,1,8.309432665641763,4.742552144123037,1000,4,0,18.563803603075925,1,1,1,7.993410539024589,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",7,Equal spacing,500,0,1.0239159605627477,1,7.317605220723147,1,6.8587274938299165,4.110797276332726,995,4,0,2.7699319083181573,0,1,1,6.317605220723147,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",7,Equal spacing,1000,0,1.0239159605627477,1,6.6636204130443915,1,6.382496885034489,4.1242843340487765,990,4,0,3.107108351219412,0,1,1,5.6636204130443915,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",9,Equal spacing,30,0,0.4596596232185348,1,11.257822017733458,1,10.111181307581779,5.220183302087759,1000,4,0,30.50458255219397,1,1,1,10.257822017733458,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",9,Equal spacing,50,0,0.4596596232185348,1,9.69082357048414,1,8.842370237254968,4.767793037174423,1000,4,0,19.19482592936057,1,1,1,8.69082357048414,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",9,Equal spacing,100,0,0.4596596232185348,1,8.315137577638033,1,7.86494970865316,4.526027609137914,1000,4,0,13.150690228447859,1,1,1,7.315137577638033,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",9,Equal spacing,200,0,0.4596596232185348,1,7.353084959814874,1,7.017384330669508,4.242586209266534,1000,4,0,6.064655231663352,0,1,1,6.353084959814874,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",9,Equal spacing,500,0,0.4596596232185348,1,6.274089133342939,1,5.935134126042206,4.05447741778039,1000,4,0,1.3619354445097542,0,1,1,5.274089133342939,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",9,Equal spacing,1000,0,0.4596596232185348,1.000000000000001,5.6959265369652385,1.780988777607447,5.467501666510968,4.048426765564712,1000,4,0,1.2106691391178037,0,1,1,4.695926536965238,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",11,Equal spacing,30,0,0.32887767768002346,1,9.917174053871015,1,8.956899837419884,4.787422509022675,1000,4,0,19.685562725566875,1,1,1,8.917174053871015,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",11,Equal spacing,50,0,0.32887767768002346,1,9.247306449025492,1,8.581078016754084,4.715416758995926,1000,4,0,17.885418974898148,1,1,1,8.247306449025492,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",11,Equal spacing,100,0,0.32887767768002346,1,7.71240948979097,1,7.157147934905891,4.318205452729532,1000,4,0,7.955136318238298,0,1,1,6.71240948979097,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",11,Equal spacing,200,0,0.32887767768002346,1,6.699082752646547,1,6.201429665230324,4.012651021125196,1000,4,0,0.31627552812989457,0,1,1,5.699082752646547,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",11,Equal spacing,500,0,0.32887767768002346,1.0909634742303618,5.89075585845252,1.919530271901863,5.652050188940803,4.136579289930959,1000,4,0,3.4144822482739645,0,1,1,4.799792384222158,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",11,Equal spacing,1000,0,0.32887767768002346,2.134876134832598,5.429551688118733,2.5415403625091417,5.263050061771472,4.11417924774684,1000,4,0,2.854481193670999,0,1,1,3.2946755532861345,Time unstructured (slow response)
